Genesis	ᎼᏏ ᎢᎬᏱᏱ ᎤᏬᏪᎳᏅᎯ
For these two years the famine has been in the land, and there are yet five years, in which there will be neither plowing nor harvest.	ᎿᏉᏰᏃ ᏔᎵ ᎾᏕᏘᏴ ᏓᎪᏄᎶᎯ; ᎠᎴ ᎠᏏ ᎾᏍᎩ ᏧᏕᏘᏴᏛ, ᎥᏝ ᎦᏓᎷᎪᏗᏱ ᎠᎴ ᎠᏍᎫᏕᏍᏗᏱ ᏱᎨᏎᏍᏗ.
God sent me before you to preserve for you a remnant in the earth, and to save you alive by a great deliverance.	ᎤᏁᎳᏅᎯᏃ ᎢᎬᏱ ᏗᎩᏅᏒ, ᎢᏨᏍᏕᎸᎡᏗᏱ ᎢᏣᏁᏢᏔᏅᎯ ᎨᏒ ᎡᎶᎯ, ᎠᎴ ᏕᏨᏅ ᏗᏨᏍᏕᎸᎡᏗᏱ, ᎤᏣᏘ ᎤᏍᏆᏂᎪᏗ ᎬᏗᏍᎬ ᎢᏨᏳᏓᎴᏍᎬᎢ.
So now it wasn't you who sent me here, but God, and he has made me a father to Pharaoh, lord of all his house, and ruler over all the land of Egypt.	ᎾᏍᎩᏃ ᎥᏝ ᏂᎯ ᎠᏂ ᏴᏗᏍᎩᏅᏎᎢ, ᎤᏁᎳᏅᎯᏍᎩᏂ; ᎠᎴ ᏇᎵᏲ ᎤᏙᏓ ᎾᏋᏁᎸ, ᎠᎴ ᎾᎩᎬᏫᏳᏒ ᏂᎦᎥ ᎦᏁᎸᎢ, ᎠᎴ ᏨᏆᏁᎶᏗ ᏂᎬᎾᏛ ᎢᏥᏈᏱ.
Hurry, and go up to my father, and tell him, 'This is what your son Joseph says, "God has made me lord of all Egypt. Come down to me. Don't wait.	ᏞᎩᏳᏃ ᎡᏙᏓ ᏪᏥᎷᏥᏏ, ᎠᎴ ᎯᎠ ᏫᏁᏥᏪᏏ, ᎯᎠ ᏂᎦᏪᎭ ᏤᏥ ᏦᏩ, ᎤᏁᎳᏅᎯ ᏨᏆᏁᎶᏗ ᎾᏋᏁᎸ ᏂᎬᎾᏛ ᎢᏥᏈᏱ; ᏖᏒᎭ ᏍᎩᎷᏤᎸᎭ, ᏞᏍᏗ ᏣᏙᎯᏛᎩ.
You shall dwell in the land of Goshen, and you will be near to me, you, your children, your children's children, your flocks, your herds, and all that you have.	ᎪᏌᏂᏃ ᏚᏙᎥ ᎭᏁᎳᏛᎭ, ᎠᎴ ᎾᎥᏉ ᏂᏕᎩᎾᏓᎴᏍᏗ, ᏂᎯ ᎠᎴ ᏗᏤᏥ, ᎠᎴ ᏗᏤᏥ ᏧᏁᏥ, ᎠᎴ ᏗᏣᏤᎵ ᎠᏫ, ᎠᎴ ᏩᎦ, ᎠᎴ ᏂᎦᎥ ᏣᏤᎵ ᎨᏒᎢ.
There I will nourish you; for there are yet five years of famine; lest you come to poverty, you, and your household, and all that you have."'	ᎠᎴ ᎾᎿ ᏓᎬᏰᎶᎵ; ᎠᏏᏰᏃ ᎾᏍᎩ ᏧᏕᏘᏴᏛ ᏥᏓᎪᏄᎸ; ᏂᎯᏰᏃ, ᎠᎴ ᏕᏣᏓᏘᎾᎥᎢ, ᎠᎴ ᏂᎦᏛ ᏗᏣᏤᎵ ᎨᏒ ᎤᏲ ᎢᏣᏛᎿᏕᎩ ᏱᏂᎦᎵᏍᏓ.
Behold, your eyes see, and the eyes of my brother Benjamin, that it is my mouth that speaks to you.	ᎠᎴ ᎬᏂᏳᏉ, ᏗᏥᎦᏙᎵ ᏓᎪᏩᏘᎭ, ᎠᎴ ᎥᎩᏅᏟ ᏇᏂ ᏗᎦᏙᎵ ᎾᏍᎩ ᎠᏴ ᏥᎣᎵ ᎨᏒ ᏥᏥᏬᏁᏗᎭ.
You shall tell my father of all my glory in Egypt, and of all that you have seen. You shall hurry and bring my father down here."	ᎠᎴ ᎡᏥᏃᏁᎸᎭ ᎡᏙᏓ ᏂᎦᎥ ᎦᎸᏉᏗᏳ ᎾᏆᏛᏅ ᎢᏥᏈᏱ, ᎠᎴ ᏂᎦᎥ ᎢᏥᎪᎲᎢ; ᎠᎴ ᏞᎩᏳ ᎠᏂ ᎡᏙᏓ ᎡᏣᏘᏃᎸᎭ.
He fell on his brother Benjamin's neck, and wept, and Benjamin wept on his neck.	ᎠᎴ ᎤᏅᏟ ᏇᏂ ᎠᎩᎵᎨᏂ ᎤᏪᏯᎸᏤᎢ, ᎠᎴ ᏚᏠᏱᎴᎢ; ᎠᎴ ᏇᏂ ᏚᏠᏱᎴ ᏦᏩ ᎠᎩᎵᎨᏂ ᎦᏯᎸᎢ.
He kissed all his brothers, and wept on them. After that his brothers talked with him.	ᎠᎴ ᎾᏍᏉ ᏚᏙᏪᏙᏁ ᏂᎦᏛ ᎠᎾᎵᏅᏟ, ᎠᎴ ᏚᏪᏯᎸᏤ ᏚᏠᏱᎴᎢ; ᎩᎳᏃ ᎣᏂ ᎠᎾᎵᏅᏟ ᎬᏩᎵᏃᎮᏔᏁᎢ.
The report of it was heard in Pharaoh's house, saying, "Joseph's brothers have come." It pleased Pharaoh well, and his servants.	ᎠᏂᏃᎮᏍᎬᏃ ᎾᏍᎩ ᏇᎵᏲ ᎦᏁᎸ ᎢᏴᏛ ᏭᎾᏛᎦᏁᎢ, ᎯᎠ ᎾᏂᏪᏍᎨᎢ, ᏦᏩ ᎠᎾᎵᏅᏟ ᎠᏂᎷᎩ; ᏇᎵᏲᏃ ᎣᏂᏳ ᎤᏰᎸᏁᎢ, ᎠᎴ ᎾᏍᎩ ᏧᏅᏏᏓᏍᏗ.
Pharaoh said to Joseph, "Tell your brothers, 'Do this. Load your animals, and go, travel to the land of Canaan.	ᏇᎵᏲᏃ ᎯᎠ ᏄᏪᏎᎴ ᏦᏩ, ᎢᏣᎵᏅᏟ ᎯᎠ ᏂᎩᏪᏏ, ᎯᎠ ᏂᏣᏛᎦ; ᏗᏥᏐᏈᎸᎦ ᏗᏥᏐᏈᎸᏗ, ᎠᎴ ᎢᏤᎾ ᎨᎾᏂᏱ ᏫᏥᎶᎯ;
Take your father and your households, and come to me, and I will give you the good of the land of Egypt, and you will eat the fat of the land.'	ᎠᎴ ᏙᏗᏣᏘᏁᏒᎭ ᎢᏥᏙᏓ ᎠᎴ ᏕᏣᏓᏘᎾᎥᎢ, ᎠᎴ ᎠᏴ ᏍᎩᎷᏤᎸᎭ; ᎠᎴ ᎣᏌᏂ ᎦᏙᎯ ᎢᏥᏈᏱ ᏓᏨᏁᎵ, ᎠᎴ ᎦᏙᎯ ᎦᎵᏦᏅ ᎢᏣᎵᏍᏓᏴᏗᏍᎨᏍᏗ.
Now you are commanded: do this. Take wagons out of the land of Egypt for your little ones, and for your wives, and bring your father, and come.	ᎿᏉ ᎡᏣᏁᏥ, ᎯᎠ ᎾᏍᎩ ᏂᏣᏛᎦ; ᏓᏆᎴᎷ ᎠᏂ ᎢᏥᏈᏱ ᏗᏥᏫᏛ, ᏧᎾᏦᏗ ᏗᏤᏥ ᏧᎾᏍᏗᎦ, ᎠᎴ ᏗᏣᏓᎵᎢ, ᎢᏥᏙᏓᏃ ᏤᏣᏘᏁᏒᎭ, ᎠᎴ ᎢᏥᎷᏨᎭ.
Also, don't concern yourselves about your belongings, for the good of all of the land of Egypt is yours."	ᎠᎴ ᏞᏍᏗ ᏱᏥᎨᏳᎲᏍᎨᏍᏗ ᎪᎱᏍᏗ ᎢᏥᎿᎥᎢ; ᎣᏌᏂᏰᏃ ᎦᏙᎯ ᎢᏥᏈᏱ ᎢᏣᏤᎵᎦ.
The sons of Israel did so. Joseph gave them wagons, according to the commandment of Pharaoh, and gave them provision for the way.	ᎢᏏᎵᏃ ᏧᏪᏥ ᎾᏍᎩ ᏄᎾᏛᏁᎴᎢ; ᏦᏩᏃ ᏚᏁᎴ ᏓᏆᎴᎷ ᎾᏍᎩᏯ ᏄᏪᏒ ᎤᏁᏨ ᏇᎵᏲ, ᎠᎴ ᎤᎾᎡᏃᏗ ᏚᏁᎴ ᏩᎾᎢᏒᎢ.
He gave each one of them changes of clothing, but to Benjamin he gave three hundred pieces of silver and five changes of clothing.	ᎾᏂᎥ ᎠᏂᏏᏴᏫᎭ ᏚᏅᏁᎴ ᏧᎾᏄᏩᎢᏴᏍᏗ ᏗᏄᏬ; ᏇᏂᏍᎩᏂ ᏦᎢᏧᏈ ᎠᏰᎵ ᎠᏕᎸ ᏚᏁᎴᎢ, ᎯᏍᎩᏃ ᎢᏧᏄᏩᎢᏴᏍᏗ ᏗᏄᏬ;
He sent the following to his father: ten donkeys loaded with the good things of Egypt, and ten female donkeys loaded with grain and bread and provision for his father by the way.	ᎤᏙᏓᏃ ᎯᎠ ᏄᏍᏕ ᏭᏁᎴᎢ; ᎠᏍᎪᎯ ᏗᏂᎵᎠᏅᎯᏛ ᏗᏐᏈᎵ ᎣᏌᏂ ᎢᏥᏈᏱ ᎤᏕᏅᎯ, ᎠᎴ ᎠᏍᎪᎯ ᎠᏂᎩᏏ ᏗᏂᎵᎠᏅᎯᏛ ᏗᏐᏈᎵ ᎤᏣᎴᏍᏗ, ᎠᎴ ᎦᏚ, ᎠᎴ ᎤᏕᏃᏗ, ᎤᏙᏓ ᏣᎢᏒ ᎤᎵᏍᏓᏴᏗ.
So he sent his brothers away, and they departed. He said to them, "See that you don't quarrel on the way."	ᎾᏍᎩᏃ ᏚᏂᎩᏍᏔᏁ ᎠᎾᎵᏅᏟ, ᎠᎴ ᎤᎾᏂᎩᏎᎢ; ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ, ᏞᏍᏗ ᏫᏣᎢᏒᏉ ᏥᏥᏲᏠᎯᏎᎵ.
They went up out of Egypt, and came into the land of Canaan, to Jacob their father.	ᎤᏂᏄᎪᏤᏃ ᎢᏥᏈᏱ, ᎠᎴ ᎨᎾᏂᏱ ᏭᏂᎷᏤ, ᏤᎦᏈᏱ ᎤᏂᏙᏙᏱ,
They told him, saying, "Joseph is still alive, and he is ruler over all the land of Egypt." His heart fainted, for he didn't believe them.	ᎠᎴ ᎤᏂᏃᏁᎴᎢ, ᎯᎠ ᏄᏂᏪᏎᎢ, ᏦᏩ ᎠᏏᏉ ᎡᎭ, ᎠᎴ ᎾᏍᎩ ᎤᎬᏫᏳᎯ ᏂᎬᎾᏛ ᎢᏥᏈᏱ; ᏤᎦᏈᏃ ᎤᎾᏫ ᎤᎸᏕᎴᎢ, ᎥᏝᏰᏃ ᏱᏚᏬᎯᏳᏁᎢ.
They told him all the words of Joseph, which he had said to them. When he saw the wagons which Joseph had sent to carry him, the spirit of Jacob, their father, revived.	ᎬᏩᏃᏁᎴᏃ ᎾᏍᎩ ᏂᎦᏛ ᏦᏩ ᏄᏪᏒᎢ, ᎾᏍᎩ ᏚᏬᏁᏔᏅᎢ; ᎠᎴ ᎿᏉ ᏚᎪᎲ ᏓᏆᎴᎷ ᎾᏍᎩ ᏦᏩ ᏂᏙᏓᏳᏓᏅᏏᏛ ᏧᏦᏗ, ᎤᏂᏙᏓ ᏤᎦᏈ ᎤᏓᏅᏙ ᎤᏩᏂᎦᎵᏍᏙᏎᎢ.
Israel said, "It is enough. Joseph my son is still alive. I will go and see him before I die."	ᎢᏏᎵᏃ ᎯᎠ ᏄᏪᏎᎢ, Ꭷ, ᏰᎵᏉ; ᏦᏩ ᎠᏇᏥ ᎠᏏᏉ ᎡᎭ; ᏓᎨᏏ ᏓᏥᏯᎦᏔᏁᏏ ᎠᏏᏉ ᎾᎩᏲᎱᏒᎾ.
Chapter 46	ᎠᏯᏙᎸᎢ 46
Israel traveled with all that he had, and came to Beersheba, and offered sacrifices to the God of his father, Isaac.	ᎢᏏᎵᏃ ᎤᏂᎩᏎ ᏚᏘᏅᏎ ᏂᎦᏛ ᏚᏪᎧᎲᎢ, ᎠᎴ ᏈᏯᏏᏆ ᏭᎷᏤᎢ, ᎠᎴ ᎠᏥᎸ ᎤᏪᎴᎴ ᎤᏁᎳᏅᎯ, ᎤᏙᏓ ᎡᏏᎩ ᎤᏤᎵᎦ.
God spoke to Israel in the visions of the night, and said, "Jacob, Jacob!" He said, "Here I am."	ᎤᏁᎳᏅᎯᏃ ᎢᏏᎵ ᎤᏁᏤᎴ ᏒᏃᏱ ᎤᏁᎳᏫᏎᎲᎢ, ᎯᎠ ᏄᏪᏎᎢ, ᏤᎦᏈ, ᏤᎦᏈ. ᎯᎠᏃ ᏄᏪᏎᎢ, ᎠᏂ.
He said, "I am God, the God of your father. Don't be afraid to go down into Egypt, for there I will make of you a great nation.	ᎯᎠᏃ ᏄᏪᏎᎢ, ᎠᏴ ᎠᏆᏁᎳᏅᎯ, ᏣᏙᏓ ᎤᏤᎵᎦ ᎤᏁᎳᏅᎯ; ᏞᏍᏗ ᏱᏍᎦᎢᎮᏍᏗ ᎢᏥᏈᏱ ᏤᏅᏍᏗᏱ; ᎾᎿᏰᏃ ᏂᎯ ᎡᏉᎯᏳ ᎤᎾᏓᏣᎵᏛ ᏴᏫ ᏅᏓᎬᏴᏁᎵ;
I will go down with you into Egypt. I will also surely bring you up again. Joseph will close your eyes."	ᎠᏴ ᏙᏓᎬᎦᎿᏩᏗᏙᎵ ᎢᏥᏈᏱ ᏫᎦᎷᎩ; ᎠᎴ ᎤᏙᎯᏳᎯᏯ ᏔᎵᏁ ᏛᎬᏯᏘᏃᎵ; ᎠᎴ ᏦᏩ ᎠᏎ ᏙᏛᏏᏔᏗ ᏘᎦᏙᎵ.
Jacob rose up from Beersheba, and the sons of Israel carried Jacob, their father, their little ones, and their wives, in the wagons which Pharaoh had sent to carry him.	ᏤᎦᏈᏃ ᎤᏂᎩᏎ ᏈᏯᏏᏆ, ᎠᎴ ᎢᏏᎵ ᏧᏪᏥ ᎤᎾᏘᏅᏎ ᏤᎦᏈ ᎤᏂᏙᏓ, ᎠᎴ ᎾᏍᎩ ᏧᏁᏥ ᏄᎾᏍᏗᎦ, ᎠᎴ ᏧᎾᏓᎵᎢ, ᏚᏂᏲᏔᏁ ᏓᏆᎴᎷ ᎾᏍᎩ ᏇᎵᏲ ᏥᏙᏧᏓᏅᏎ ᏧᏦᏗ.
They took their livestock, and their goods, which they had gotten in the land of Canaan, and came into Egypt--Jacob, and all his seed with him,	ᎠᎴ ᎦᎾᏝᎢ ᏚᎾᏘᏅᏎᎢ, ᎠᎴ ᏧᎬᏩᎶᏗ ᎤᏂᏴᏎ ᎾᏍᎩ ᎨᎾᏂᏱ ᎤᏂᏟᏌᏅᎯ, ᎢᏥᏈᏱᏃ ᏭᏂᎷᏤᎢ, ᏤᎦᏈ, ᎠᎴ ᏂᎦᏛ ᎾᏍᎩ ᎤᏁᏢᏔᏅᎯ ᎨᏒ ᎠᏁᎮᎢ.
his sons, and his sons' sons with him, his daughters, and his sons' daughters, and he brought all his seed with him into Egypt.	ᏧᏪᏥ ᎠᏂᏍᎦᏯ, ᎠᎴ ᎾᏍᎩ ᏧᏪᏥ ᏧᏁᏥ ᎠᏁᎮᎢ, ᎠᎴ ᏧᏪᏥ ᎠᏂᎨᏴ, ᎠᎴ ᏧᏪᏥ ᎠᏂᏍᎦᏯ ᏧᏁᏥ ᎠᏂᎨᏴ, ᎠᎴ ᏂᎦᏛ ᎤᏁᏢᏔᏅᎯ ᎨᏒ ᎢᏥᏈᏱ ᏫᏚᏘᏃᎴᎢ.
These are the names of the children of Israel, who came into Egypt, Jacob and his sons: Reuben, Jacob's firstborn.	ᎯᎠᏃ ᎾᏍᎩ ᏄᏍᏗ ᏚᎾᏙᎥ ᏘᏏᎵ ᏧᏪᏥ, ᎾᏍᎩ ᏥᏭᏂᎷᏤ ᎢᏥᏈᏱ, ᏤᎦᏈ ᎠᎴ ᎾᏍᎩ ᏧᏪᏥ; ᎷᏈᏂ, ᏤᎦᏈ ᎢᎬᏱ ᎤᏕᏁᎸᎯ.
The sons of Reuben: Hanoch, Pallu, Hezron, and Carmi.	ᎷᏈᏂᏃ ᏧᏪᏥ, ᎭᏃᎦ, ᎠᎴ ᏆᎷ, ᎠᎴ ᎮᏏᎶᏅ, ᎠᎴ ᎧᎹ.
The sons of Simeon: Jemuel, Jamin, Ohad, Jachin, Zohar, and Shaul the son of a Canaanite woman.	ᏏᎻᏯᏂᏃ ᏧᏪᏥ, ᏥᎽᎡᎵ, ᎠᎴ ᏤᎻᏂ, ᎠᎴ ᎣᎭᏗ, ᎠᎴ ᏤᎩᏂ, ᎠᎴ ᏐᎭ, ᎠᎴ ᏐᎵ ᎨᎾᏂ ᎡᎯ ᎠᎨᏴ ᎤᏪᏥ.
The sons of Levi: Gershon, Kohath, and Merari.	ᎵᏫᏃ ᏧᏪᏥ, ᎦᏐᏂ, ᎪᎭᏗ, ᎠᎴ ᎻᎴᎳ.
The sons of Judah: Er, Onan, Shelah, Perez, and Zerah; but Er and Onan died in the land of Canaan. The sons of Perez were Hezron and Hamul.	ᏧᏓᏃ ᏧᏪᏥ, ᎥᎵ, ᎠᎴ ᎣᎾᏂ, ᎠᎴ ᏏᎳ, ᎠᎴ ᏇᎵᏏ, ᎠᎴ ᏎᎳ; ᎠᏎᏃ ᎥᎵ ᎠᎴ ᎣᎾᏂ ᎨᎾᏂᏱᏉ ᎢᏴᏛ ᏚᏂᏲᎱᏎᎢ. ᎯᎠᏃ ᎾᏍᎩ ᏇᎵᏏ ᏧᏪᏥ, ᎮᏏᎶᎻ, ᎠᎴ ᎮᎹᎵ.
The sons of Issachar: Tola, Puvah, Iob, and Shimron.	ᎢᏏᎦᏃ ᏧᏪᏥ, ᏙᎳ, ᎠᎴ ᏊᏩ, ᎠᎴ ᏦᏈ ᎠᎴ ᏏᎻᎶᏂ.
The sons of Zebulun: Sered, Elon, and Jahleel.	ᏤᏆᎳᏂᏃ ᏧᏪᏥ, ᏏᎴᏗ, ᎠᎴ ᎢᎶᏂ, ᎠᎴ ᏣᎵᎵ.
These are the sons of Leah, whom she bore to Jacob in Paddan Aram, with his daughter Dinah. All the souls of his sons and his daughters were thirty-three.	ᎯᎠ ᎾᏍᎩ ᎵᎠ ᏧᏪᏥ, ᎾᏍᎩ ᏧᎾᏄᎪᏫᏎᎸᎯ ᏤᎦᏈ ᏇᏓᏁᎳᎻᏱ, ᎠᎴ ᎠᎨᏴ ᎤᏪᏥ ᏓᏱᎾ; ᎾᏂᎥᏃ ᎾᏍᎩ ᏤᎦᏈ ᏧᏪᏥ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᏦᎠᏍᎪᎯ ᏦᎢᎦᎵ ᎾᏂᎡᎢ.
The sons of Gad: Ziphion, Haggi, Shuni, Ezbon, Eri, Arodi, and Areli.	ᎦᏗᏃ ᏧᏪᏥ; ᏥᏈᏲᏂ, ᎠᎴ ᎭᎩ, ᎠᎴ ᏑᏂ, ᎠᎴ ᎡᏏᏉᏂ, ᎢᎳ, ᎠᎴ ᎡᎶᏗ, ᎠᎴ ᎡᎵᎳ.
The sons of Asher: Imnah, Ishvah, Ishvi, Beriah, and Serah their sister. The sons of Beriah: Heber and Malchiel.	ᎡᏌᏃ ᏧᏪᏥ; ᏥᎻᎾ, ᎠᎴ ᎢᏑᎠ, ᎠᎴ ᎢᏑᎢ, ᎠᎴ ᏈᎳᏯ, ᎠᎴ ᏏᎳ ᎾᏍᎩᏉ ᎤᏂᏙ; ᏈᎳᏯᏃ ᏧᏪᏥ; ᎯᏆ ᎠᎴ ᎹᎵᎦᏱᎵ.
These are the sons of Zilpah, whom Laban gave to Leah, his daughter, and these she bore to Jacob, even sixteen souls.	ᎯᎠ ᎾᏍᎩ ᏏᎵᏆ ᏧᏪᏥ ᎾᏍᎩ ᎴᏈᏂ ᏧᏪᎧᏁᎸᎯ ᎤᏪᏥ ᎵᎠ; ᎠᎴ ᎾᏍᎩ ᎯᎠ ᏚᎾᏄᎪᏫᏎᎴ ᏤᎦᏈ, ᏓᎳᏚ ᎢᏯᏂᏛ.
The sons of Rachel, Jacob's wife: Joseph and Benjamin.	ᎴᏥᎵᏃ ᏧᏪᏥ ᎾᏍᎩ ᏤᎦᏈ ᎤᏓᎵᎢ; ᏦᏩ ᎠᎴ ᏇᏂ.
To Joseph in the land of Egypt were born Manasseh and Ephraim, whom Asenath, the daughter of Potiphera, priest of On, bore to him.	ᏦᏩᏃ ᎢᏥᏈᏱ ᎬᏩᏕᏁᎸᎯ ᎾᏍᎩ ᎻᎾᏌ, ᎠᎴ ᎢᏆᎻ, ᎾᏍᎩ ᎠᏏᎾ ᏉᏗᏈᎳ ᎣᏂ ᏚᏙᎥ ᎠᏥᎸ ᏗᎨᎴᎯ ᎤᏪᏥ ᏧᎾᏄᎪᏫᏎᎸᎯ.
The sons of Benjamin: Bela, Becher, Ashbel, Gera, Naaman, Ehi, Rosh, Muppim, Huppim, and Ard.	ᏇᏂᏃ ᏧᏪᏥ, ᏈᎳ, ᎠᎴ ᏈᎦ, ᎠᎴ ᎠᏏᏇᎵ, ᎠᎴ ᎩᎳ, ᎠᎴ ᏁᎡᎹᏂ, ᎠᎴ ᎢᎭ, ᎠᎴ ᎶᏏ, ᎹᏈᎻ, ᎠᎴ ᎭᏈᎻ, ᎠᎴ ᎠᏗ.
These are the sons of Rachel, who were born to Jacob: all the souls were fourteen.	ᎯᎠ ᎾᏍᎩ ᎴᏥᎵ ᏧᏪᏥ, ᎾᏍᎩ ᏤᎦᏈ ᎬᏩᏕᏁᎸᎯ; ᏂᎦᏛᏃ ᏂᎦᏚ ᎾᏂᎡᎢ.
The son of Dan: Hushim.	ᏕᏂᏃ ᏧᏪᏥ ᎱᏏᎻ.
The sons of Naphtali: Jahzeel, Guni, Jezer, and Shillem.	ᏁᏩᏔᎵᏃ ᏧᏪᏥ; ᏣᏏᎵ, ᎠᎴ ᎫᏂ, ᎠᎴ ᏤᏌ, ᎠᎴ ᏏᎵᎻ.
These are the sons of Bilhah, whom Laban gave to Rachel, his daughter, and these she bore to Jacob: all the souls were seven.	ᎯᎠ ᎾᏍᎩ ᏈᎳ ᏧᏪᏥ, ᎾᏍᎩ ᎴᏈᏂ ᏧᏪᎧᏁᎴ ᎤᏪᏥ ᎴᏥᎵ, ᎾᏍᎩᏃ ᎯᎠ ᏚᎾᏄᎪᏫᏎᎴ ᏤᎦᏈ; ᏂᎦᏛᏃ ᎦᎵᏉᎩ ᎾᏂᎡᎢ.
All the souls who came with Jacob into Egypt, who were his direct descendants, besides Jacob's sons' wives, all the souls were sixty-six.	ᏂᎦᏛᏃ ᏴᏫ ᏤᎦᏈ ᏧᏂᎷᏤ ᎢᏥᏈᏱ, ᎾᏍᎩ ᏅᏓᏳᎾᏓᎴᏅᎯ, ᏂᏓᏁᏢᏛᎾ ᏤᎦᏈ ᏧᏪᏥ ᏧᎾᏓᎵᎢ, ᏂᎦᏛ ᎾᏍᎩ ᏴᏫ ᏑᏓᎵᏍᎪᎯ ᏑᏓᎵᎦᎵ ᎾᏂᎡᎢ.
The sons of Joseph, who were born to him in Egypt, were two souls. All the souls of the house of Jacob, who came into Egypt, were seventy.	ᏦᏩᏃ ᏧᏪᏥ ᎢᏥᏈᏱ ᎬᏩᏕᏁᎸᎯ ᎠᏂᏔᎵ ᎨᏎᎢ; ᏂᎦᏛᏃ ᏴᏫ ᏤᎦᏈ ᏚᏓᏘᎾᎥᎢ, ᎾᏍᎩ ᎢᏥᏈᏱ ᏅᏓᏳᏂᎶᏒᎯ, ᎦᎵᏆᏍᎪᎯ ᎾᏂᎡᎢ.
He sent Judah before him to Joseph, to show the way before him to Goshen, and they came into the land of Goshen.	ᏧᏓᏃ ᎤᏅᏎ ᎢᎬᏱ ᏭᎶᎯᏍᏗᏱ ᏦᏩ ᏧᏬᎸᎢ, ᎾᏍᎩ ᎪᏌᏂ ᎢᏗᏢ ᏭᎦᏙᏗᏱ; ᎠᎴ ᎪᏌᏂ ᎦᏓ ᎠᎲ ᏭᏂᎷᏤᎢ.
Joseph prepared his chariot, and went up to meet Israel, his father, in Goshen. He presented himself to him, and fell on his neck, and wept on his neck a good while.	ᏦᏩᏃ ᎤᏛᏅᎢᏍᏔᏁ ᏓᏆᎴᎷ, ᎠᎴ ᎪᏌᏂ ᎤᏪᏅᏎ ᏚᏠᏒᏎ ᎤᏙᏓ ᎢᏏᎵ, ᎠᎴ ᎬᏂᎨᏒ ᏄᏛᏁᎴᎢ; ᎠᎴ ᎠᎩᎵᎨᏂ ᎤᏪᏯᎸᏤᎢ, ᎠᎴ ᎤᏬᎯᏤ ᏚᏠᏱᎴ ᎠᎩᎵᎨᏂ ᎤᏯᎸᎢ.
Israel said to Joseph, "Now let me die, since I have seen your face, that you are still alive."	ᎠᏏᎵᏃ ᎯᎠ ᏄᏪᏎᎴ ᏦᏩ, Ꭷ, ᎿᏉ ᏫᏥᏲᎤᎯ, ᎾᏍᎩ ᏣᎧᏛ ᎠᏏ ᏨᏥᎪᏩᏛ, ᏅᏗᎦᎵᏍᏙᏗᎭ ᎠᏏᏉ ᎲᏅᎢ.
Joseph said to his brothers, and to his father's house, "I will go up, and speak with Pharaoh, and will tell him, 'My brothers, and my father's house, who were in the land of Canaan, have come to me.	ᏦᏩᏃ ᎯᎠ ᏂᏚᏪᏎᎴ ᎠᎾᎵᏅᏟ, ᎠᎴ ᎾᏍᎩ ᎤᏙᏓ ᏚᏓᏘᎾᎥᎢ, ᏓᎨᏏ, ᎠᎴ ᎬᏂᎨᏒ ᏅᏓᏥᏴᏁᎵ ᏇᎵᏲ, ᎠᎴ ᎯᎠ ᏅᏓᎦᏥᏪᏎᎵ, ᎣᏣᎵᏅᏟ, ᎠᎴ ᎡᏙᏓ ᏚᏓᏘᎾᎥᎢ, ᎾᏍᎩ ᎨᎾᏂᏱ ᏣᏁᎲᎩ, ᎬᎩᎷᏥ;
These men are shepherds, for they have been keepers of livestock, and they have brought their flocks, and their herds, and all that they have.'	ᎠᎴ ᎠᏂᏍᎦᏯ ᎠᏫ ᏗᏂᎦᏘᏯ, ᎦᎾᏝᎢᏰᏃ ᏗᏂᎧᎿᏩᏗᏙᎯ, ᎠᎴ ᏚᎾᏘᏃᎸ ᎠᏫ, ᎠᎴ ᏩᎦ, ᎠᎴ ᏂᎦᏛ ᎤᏂᎿᎥᎢ.
It will happen, when Pharaoh summons you, and will say, 'What is your occupation?'	ᎯᎠᏃ ᏅᏓᎦᎵᏍᏔᏂ ᎿᏉ ᎾᏍᎩ ᏇᎵᏲ ᏗᏥᏯᏅᎲᎭ, ᎠᎴ ᎯᎠ ᏂᎦᏪᏒᎭ, ᎦᏙ ᎤᏍᏗ ᏗᏥᎸᏫᏍᏓᏁᎯ?
that you shall say, 'Your servants have been keepers of livestock from our youth even until now, both we, and our fathers:' that you may dwell in the land of Goshen; for every shepherd is an abomination to the Egyptians."	ᎯᎠ ᎾᏍᎩ ᏂᏥᏪᏒᎭ, ᏘᏅᏏᏓᏍᏗ ᎦᎾᏝᎢ ᏗᏂᎧᎿᏩᏗᏙᎯ ᎨᏒᎩ, ᏙᏧᎾᏛᏒ ᏅᏓᎬᏩᏓᎴᏅᏛ ᎪᎯ ᎢᏯᏍᏘ, ᎠᏴ ᎣᎬᏒ ᎨᏒ, ᎠᎴ ᎾᏍᏉ ᏦᎩᎦᏴᎵᎨᎢ; ᎾᏍᎩ ᎪᏌᏂ ᎦᏓ ᎠᎲ ᎨᏣᏕᏗ ᏱᏂᎦᎵᏍᏓ; ᎾᏂᎥᏰᏃ ᎠᏫ ᏗᏂᎦᏘᏯ ᎤᏂᏍᎦᎢᏍᏗᏳ ᏚᏂᏰᎸᎭ ᎢᏥᏈᏱ ᎠᏁᎯ.
Chapter 47	ᎠᏯᏙᎸᎢ 47
