Gospel of Matthew	ᎣᏍᏛ ᎧᏃᎮᏛ ᎹᏚ ᎤᏬᏪᎳᏅᎯ
But let the brother in humble circumstances glory in his high position;	ᎢᏣᏓᏅᏟ ᎨᏒ ᎤᏲ ᎢᏳᏛᎿᏕᎩ ᏩᎵᎮᎵᎩ ᎠᏥᏌᎳᏓᏅᎢ,
and the rich, in that he is made humble, because like the flower in the grass, he will pass away.	ᎤᏪᎿᎢᏍᎩᏂ ᎡᎳᏗ ᎾᎬᏁᎸᎢ; ᎧᏃᏍᎦᏰᏃ ᎤᏥᎸᏒ ᏥᎦᎶᏍᎪ ᎾᏍᎩᏯ ᏓᎦᎶᏐᏂ.
For the sun arises with the scorching wind, and withers the grass, and the flower in it falls, and the beauty of its appearance perishes. So also will the rich man fade away in his pursuits.	ᎵᎧᎸᎩᏉᏰᏃ ᏅᏙ ᎤᏗᎴᎩ, ᎿᏉ ᎬᏴᏗᏍᎪ ᎧᏃᏍᎦ, ᎠᎴ ᎤᏥᎸᏒ ᎦᏙᎠᏍᎪᎢ, ᎠᎴ ᎤᏬᏚᎯᏳ ᎨᏒ ᎤᏙᏢᏒ ᎠᏲᎪᎢ. ᎾᏍᎩᏯ ᎾᏍᏉ ᎤᏪᎿᎢ ᏓᎬᏴᏏ ᏚᎸᏫᏍᏓᏁᎲᎢ.
Blessed is the man who endures temptation, for when he has been approved, he will receive the crown of life, which the Lord promised to those who love him.	ᎣᏏᏳ ᎢᏳᎵᏍᏓᏁᏗ ᎾᏍᎩ Ꮎ ᎠᏍᎦᏯ ᎤᎪᎵᏰᏍᎩ ᏧᏱᎵᏙᎰ ᎬᏂᏗᏳ ᏥᎨᏐᎢ, ᎠᏥᎪᎵᏰᎥᎯᏰᏃ ᎨᏎᏍᏗ ᎬᏂᏛ ᎠᎵᏍᏚᎶ ᎠᏥᏅᏁᏗ ᎨᏎᏍᏗ, ᎾᏍᎩ ᎤᎬᏫᏳᎯ ᏧᏚᎢᏍᏓᏁᎸᎯ ᏥᎩ ᎬᏩᎨᏳᎯ.
Let no man say when he is tempted, "I am tempted by God," for God can't be tempted by evil, and he himself tempts no one.	ᏞᏍᏗ ᎩᎶ ᎢᏳᏃ ᎠᏥᎪᎵᏰᏍᎨᏍᏗ, ᎤᏁᎳᏅᎯ ᎠᎩᎪᎵᏰᎭ ᎤᏛᏅᎩ; ᎤᏁᎳᏅᎯᏰᏃ ᎥᏝ ᎦᏰᏥᎪᎵᏰᏗ ᏱᎩ ᎤᏲ ᎠᎬᏓᏁᎲᎢ, ᎥᏝ ᎠᎴ ᎤᏩᏒ ᎩᎶ ᏯᎪᎵᏰᏍᎪᎢ.
But each one is tempted, when he is drawn away by his own lust, and enticed.	ᎩᎶᏍᎩᏂ ᎠᏥᎪᎵᏰᏍᎪᎢ ᎢᏳᏃ ᎤᏩᏒ ᎤᏚᎵᏍᎬ ᏧᏘᏁᎯ ᎠᎴ ᏧᏌᏛᎥᏍᎪᎢ.
Then the lust, when it has conceived, bears sin; and the sin, when it is full grown, brings forth death.	ᎿᏉᏃ ᎠᏚᎸᏗ ᎨᏒ ᎠᏙᏢᎾ ᎠᏍᎦᏂ ᎦᎾᏄᎪᏫᏍᎪᎢ; ᎠᏍᎦᏂᏃ ᎠᏍᏆᏓ ᎿᏉ ᎠᏲᎱᎯᏍᏗ ᎨᏒ ᎦᎾᏄᎪᏫᏍᎪᎢ.
Don't be deceived, my beloved brothers.	ᏞᏍᏗ ᎢᏂᎵᏓᏍᏓᏅᎩ, ᎢᏨᎨᏳᎢ ᎢᏓᏓᏅᏟ;
Every good gift and every perfect gift is from above, coming down from the Father of lights, with whom can be no variation, nor turning shadow.	ᏂᎦᎥ ᎣᏍᏛ ᎠᏓᏁᏗ ᎨᏒᎢ, ᎠᎴ ᏂᎦᎥ ᎣᏌᏂ ᎠᏓᏁᏗ ᎨᏒ ᎦᎸᎳᏗ ᏗᏓᎴᎲᏍᎦ ᎠᎴ ᎠᏠᎠᏏᎯᎭ ᏗᏓᎴᎲᏍᎦ ᎠᎦᏴᎵᎨᏍᏛᏱ ᎢᎦᎦᏘ ᎤᏪᎯ, ᎾᏍᎩ ᎬᏩᏓᏁᏟᏴᏍᏗ ᏂᎨᏒᎾ ᎨᏒᎢ, ᎠᎴ ᎬᏩᎦᏔᎲᏍᏗ ᎨᏒ ᏄᏓᏴᎳᏛᏫ ᎨᏒᎢ.
Of his own will he brought us forth by the word of truth, that we should be a kind of first fruits of his creatures.	ᎤᏩᏒ ᎤᏓᏅᏖᏛ ᎢᎩᎾᏄᎪᏫᏒ ᎤᏩᏔᏅ ᎧᏃᎮᏛ ᎦᏰᎪᎩ ᏂᎨᏒᎾ, ᎾᏍᎩ ᎠᏴ ᎢᎬᏱ ᎡᎦᏁᎳᏅᎯ ᎾᏍᎩᏯ ᎢᎦᎵᏍᏙᏗᏱ ᎾᏍᎩ ᎨᎦᏁᎳᏅᎯ ᎨᏒᎢ.
So, then, my beloved brothers, let every man be swift to hear, slow to speak, and slow to anger;	ᎾᏍᎩ ᎢᏳᏍᏗ ᎢᏨᎨᏳᎢ ᎢᏓᎵᏅᏟ, ᎾᏂᎥ ᎣᏏᏄᎵᏳ ᎨᏎᏍᏗ Ꮎ ᎤᏛᎪᏗᏱ, ᎤᏍᎦᏃᎵᏳ ᎨᏎᏍᏗ ᎤᏂᏁᎢᏍᏗᏱ, ᎤᏍᎦᏃᎵᏳ ᎤᏂᏔᎳᏬᎯᏍᏗᏱ.
for the anger of man doesn't produce the righteousness of God.	ᏴᏫᏰᏃ ᎤᏔᎳᏬᏍᎬᎢ ᎥᏝ ᏱᎦᎾᏄᎪᏫᏍᎪ ᏚᏳᎪᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ.
Therefore, putting away all filthiness and overflowing of wickedness, receive with humility the implanted word, which is able to save your souls .	ᎾᏍᎩ ᎢᏳᏍᏗ ᎢᏴᏛ ᏂᏨᏁᎮᏍᏗ ᏂᎦᎥ ᎦᏓᎭ ᎨᏒᎢ ᎠᎴ ᎤᎶᏒᏍᏔᏅᎯ ᎤᏲ ᎨᏒᎢ, ᎠᎴ ᎤᏓᏙᎵᏍᏗ ᎢᏨᏔᏅᎭ ᏕᏣᏓᏂᎸᏨᎭ ᎧᏃᎮᏛ ᎬᏱᏝᏅᎯ, ᎾᏍᎩ ᏰᎵᏉ ᏗᎬᏩᏍᏕᎸᏗ ᏥᎩ ᏗᏣᏓᏅᏙᎩ.
But be doers of the word, and not only hearers, deluding your own selves.	ᎠᏎᏃ ᎧᏃᎮᏛ ᏂᎦᏪᏍᎬ ᎢᏣᏛᏁᎯ ᎨᏎᏍᏗ, ᏞᏍᏗᏃ ᎢᏣᏛᎩᏍᎩᏉ ᎤᏩᏒ ᏱᎨᏎᏍᏗ, ᎢᏨᏒ ᏱᏣᏓᎵᏓᏍᏗᏍᎨᏍᏗ.
For if anyone is a hearer of the word and not a doer, he is like a man looking at his natural face in a mirror;	ᎢᏳᏰᏃ ᎩᎶ ᎠᏛᎩᏍᎩᏉ ᏱᎩ ᎢᏯᏛᏁᎯᏃ ᏂᎨᏒᎾ ᏱᎩ ᎧᏃᎮᏛ ᏂᎦᏪᏍᎬᎢ, ᎾᏍᎩ ᎠᏍᎦᏯ ᏓᏤᎸ ᏣᎪᏩᏘᏍᎪ ᏄᏍᏛ ᎤᏩᏒ ᎤᎧᏛᎢ ᎠᏓᎨᏗᏱ;
for he sees himself, and goes away, and immediately forgets what kind of man he was.	ᎤᏩᏒᏰᏃ ᎠᏓᎪᏩᏘᏍᎪᎢ, ᎠᎴ ᎠᏓᏅᏍᎪᎢ, ᎩᎳᏉᏃ ᎢᏴᏛ ᎤᏩᎨᏫᏍᎪ ᏄᏍᏛᎢ.
But he who looks into the perfect law of freedom, and continues, not being a hearer who forgets, but a doer of the work, this man will be blessed in what he does.	ᎩᎶᏍᎩᏂ ᎣᏍᏛ ᎠᎪᎵᏰᏍᎨᏍᏗ ᎠᎧᎵᎸᎯ ᏗᎧᎿᏩᏛᏍᏗ ᎬᏓᎧᎲᏍᎩ ᏥᎩ, ᎠᎴ ᎦᏯᎢᏎᏍᏗ, ᎾᏍᎩ ᎠᏍᎦᏯ ᎣᏍᏛ ᎤᏓᏅᏓᏗᏍᏗ ᎨᏎᏍᏗ ᏚᎸᏫᏍᏓᏁᎲᎢ, ᎾᏍᎩᏰᏃ ᎤᏩᎨᏫᏌᏘ ᏂᎨᏒᎾ ᎠᏛᎩᏍᎩ, ᏧᎸᏫᏍᏓᏁᎯᏍᎩᏂ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒᎢ.
If anyone among you thinks himself to be religious while he doesn't bridle his tongue, but deceives his heart, this man's religion is worthless.	ᎢᏳᏃ ᎩᎶ ᎢᏤᎲ ᏳᏓᏑᏯ ᏧᏁᎶᏗ ᏱᏅᏩᏍᏗ, ᏂᎦᎾᎯᏍᏗᏍᎬᎾᏃ ᏱᎩ ᎦᏃᎪᎢ, ᎤᏩᏒᏉᏍᎩᏂ ᎤᎾᏫ ᎦᎵᏓᏍᏗᏍᎩ ᏱᎩ, ᎾᏍᎩ ᎠᏍᎦᏯ ᏧᏁᎶᏗ ᎨᏒ ᎠᏎᏉᎢ.
Pure religion and undefiled before our God and Father is this: to visit the fatherless and widows in their affliction, and to keep oneself unstained by the world.	ᎣᏍᏛ ᏗᏁᎶᏙᏗ ᎨᏒ ᎠᎴ ᎦᏓᎭ ᏂᎨᏒᎾ ᎠᎦᏔᎲ ᎤᏁᎳᏅᎯ ᎠᎦᏴᎵᎨᎢ, ᎯᎠ ᏄᏍᏗ, ᏗᏩᏛᎯᏓᏍᏗᏱ ᏧᎾᏓᏂᏯᏛ ᎠᎴ ᏧᏃᏑᎶᏨᎯ ᎤᏲ ᏄᎾᏛᎾᏕᎬᎢ, ᎠᎴ ᎤᎵᏍᏆᏂᎪᏙᏗᏱ ᎤᏩᏒ ᏄᏚᏯᏍᏛᎾ ᎢᏳᎵᏍᏙᏗᏱ ᎡᎶᎯ ᎠᏁᎯ ᏄᎾᏍᏛ ᎢᏳᎵᏍᏙᏗᏱ ᏂᎨᏒᎾ.
Chapter 2	ᎠᏯᏙᎸᎢ 2
My brothers, don't hold the faith of our Lord Jesus Christ of glory with partiality.	ᎢᏓᎵᏅᏟ, ᎡᏦᏳᏒ ᎦᎸᏉᏗᏳ ᎤᎬᏫᏳᎯ ᎢᎦᏤᎵ ᏥᏌ ᎦᎶᏁᏛ, ᏞᏍᏗ ᏔᎵ ᏳᏛᏕᏍᏗ ᏗᏓᎸᏉᏙᏗ ᎨᏒᎢ.
For if a man with a gold ring, in fine clothing, comes into your synagogue, and a poor man in filthy clothing also comes in;	ᎢᏳᏰᏃ ᎩᎶ ᎠᏍᎦᏯ ᏳᏴᎵᎸ ᏕᏥᎳᏫᎥᎢ ᎠᏕᎸ ᏓᎶᏂᎨ ᎤᎵᏰᏑᏍᏙᎩ ᏧᏬᏚᎯ ᏧᏄᏩᎢ, ᎾᏍᏉᏃ ᏳᏴᎵᎸ ᎤᏲ ᎢᏳᏛᎾᏕᎩ ᏗᎦᏓᎭ ᏧᏄᏩᎢ;
and you pay special attention to him who wears the fine clothing, and say, "Sit here in a good place;" and you tell the poor man, "Stand there," or "Sit by my footstool;"	ᏰᏥᎸᏉᏔᏅᏃ ᏧᏬᏚᎯ ᏧᏄᏩᎢ, ᎠᎴ ᎯᎠ ᏱᏁᏥᏪᏎᎸ, ᎠᏂ ᎣᏍᏛ ᎨᏒ ᎯᎲᎦ, ᎤᏲᏃ ᎢᏳᏛᎿᏕᎩ ᎯᎠ ᏱᏁᏥᏪᏎᎸ, ᎾᎿ Ꮎ ᎯᏙᎨᏍᏗ, ᎠᎴ ᎠᏂ ᎯᎲᎦ ᎯᏆᎳᏏᏗᏱ ᎠᎩᏍᎩᎸ ᎭᏫᏂᏗᏢ;
haven't you shown partiality among yourselves, and become judges with evil thoughts?	ᏞᏍᏗ ᎿᏉ ᏕᏣᏓᏅᏛ ᏱᏗᏣᏓᎸᏉᏗᎭ, ᎠᎴ ᏝᏍᎪ ᏗᏧᎪᏗᏍᎩ ᎤᏲ ᎢᏣᏓᏅᏖᏍᎩ ᏱᏂᏣᎵᏍᏔᏅ?
Listen, my beloved brothers. Didn't God choose those who are poor in this world to be rich in faith, and heirs of the Kingdom which he promised to those who love him?	ᎢᏣᏛᎬᎦ ᎢᏨᎨᏳᎢ ᎢᏓᎵᏅᏟ, ᏝᏍᎪ ᎤᏁᎳᏅᎯ ᏱᏚᏑᏰᏒ ᎤᏲ ᎢᏳᎾᏛᎿᏕᎩ ᎡᎶᎯ ᎠᏁᎯ, ᎤᏁᎿᎢᏳ ᎪᎯᏳᏗ ᎨᏒᎢ, ᎠᎴ ᎤᎾᏙᎵᎦ ᎤᏤᎵᎪᎯ ᎾᏍᎩ ᏧᏚᎢᏍᏓᏁᎸᎯ ᏥᎩ ᎬᏩᎨᏳᎯ?
But you have dishonored the poor man. Don't the rich oppress you, and personally drag you before the courts?	ᏂᎯᏍᎩᏂ ᎥᏝ ᏰᏥᎦᏌᏯᏍᏔᏅ ᎤᏲ ᎢᏳᏛᎿᏕᎩ. ᏝᏍᎪ ᏧᏁᎿᎢ ᎤᏲ ᏱᏂᎨᏨᎿᏕᎪᎢ, ᎠᎴ ᏱᏗᎨᏣᏘᏃᎯᎰ ᏗᎫᎪᏙᏗᏱ?
Don't they blaspheme the honorable name by which you are called?	ᏝᏍᎪ ᏯᏂᏐᏢᎢᏍᏗᏍᎪ ᎦᎸᏉᏗᏳ ᏕᎤᏙᎥ ᎾᏍᎩ ᏂᎯ ᏤᏦᏍᏔᏅᎯ ᏥᎩ?
However, if you fulfill the royal law, according to the Scripture, "You shall love your neighbor as yourself," you do well.	ᎢᏳᏃ ᎢᏥᎧᎵᎢᎮᏍᏗ ᎦᎸᏉᏗᏳ ᏗᎧᎿᏩᏛᏍᏗ ᎾᏍᎩᏯ ᏂᎬᏅ ᎪᏪᎸᎢ, “ᏨᏒ ᏥᏂᏣᏓᎨᏳᎭ ᏂᎨᏳᏎᏍᏗ ᎾᎥ ᎢᏗᏍᏓᏓᎳ,” ᏣᏗᎭ, ᎣᏏᏳ ᏱᏂᏣᏛᎦ.
But if you show partiality, you commit sin, being convicted by the law as transgressors.	ᎢᏳᏍᎩᏂᏃ ᏙᏣᏓᎸᏉᏗᏍᎨᏍᏗᏉ, ᎢᏥᏍᎦᏅᎨᏍᏗ, ᎠᎴ ᏗᎧᎾᏩᏛᏍᏗ ᏕᏧᎪᏓᏁᎮᏍᏗ ᎢᏥᏍᎦᏅᏨᎯ ᎨᏒᎢ.
For whoever keeps the whole law, and yet stumbles in one point, he has become guilty of all.	ᎩᎶᏰᏃ ᏂᎦᏛ ᏗᎧᎿᏩᏛᏍᏗ ᏱᏓᎧᎿᏩᏕᎦ, ᏑᏓᎴᎩᏉᏃ ᎪᎱᏍᏗ ᏯᏲᏍᏗᎭ, ᏂᎦᏛ ᏚᏲᏍᏔᏃᎢ.
For he who said, "Do not commit adultery," also said, "Do not commit murder." Now if you do not commit adultery, but murder, you have become a transgressor of the law.	ᎯᎠᏰᏃ ᎢᏳᏪᏛ ᏥᎩ, “ᏞᏍᏗ ᏣᏓᏲᏁᎸᎩ,” ᎾᏍᏉ ᎯᎠ ᎢᏳᏪᏛ ᎢᎩ, “ᏞᏍᏗ ᏣᏓᎸᎩ;” ᎾᏍᎩᏃ ᎢᏳᏃ ᏂᏣᏓᏲᏁᎸᎾ ᏱᎩ, ᎠᏎᏃ ᏱᏣᏓᎸ, ᎿᏉ ᏗᎧᎿᏩᏛᏍᏗ ᎯᏲᏍᏗᏍᎩ ᏄᎵᏍᏔᏅ.
So speak, and so do, as men who are to be judged by a law of freedom.	ᎢᏥᏁᎬᎢ ᎠᎴ ᏕᏥᎸᏫᏍᏓᏁᎲᎢ ᎾᏍᎩᏯ ᎨᏎᏍᏗ ᏄᏍᏛ ᎤᏂᏁᎢᏍᏗ ᎨᏒ ᎠᎴ ᏧᏂᎸᏫᏍᏓᏁᏗ ᎨᏒ ᎾᏍᎩ Ꮎ ᏗᎨᎫᎪᏓᏁᏗ ᏥᎩ ᏗᎧᎿᏩᏛᏍᏗ ᎬᏓᎧᎲᏍᎩ ᎨᎬᏓᏁᏗ ᏥᎩ.
For judgment is without mercy to him who has shown no mercy. Mercy triumphs over judgment.	ᎾᏥᏙᎵᎬᎾᏰᏃ ᏣᎫᎪᏓᏁᏗ ᎨᏎᏍᏗ ᏄᏓᏙᎵᏨᎯ; ᎠᏓᏙᎵᏍᏗᏃ ᎨᏒ ᎠᏓᎵᏁᏗᏕᎭ ᏗᎫᎪᏙᏗ ᎨᏒᎢ.
What good is it, my brothers, if a man says he has faith, but has no works? Can faith save him?	ᎦᏙ ᎬᏙᏗ, ᎢᏓᎵᏅᏟ, ᎢᏳᏃ ᎩᎶ ᎠᏉᎯᏳᎭ ᏯᏗᎭ, ᏂᏚᎸᏫᏍᏓᏁᎲᎾᏃ ᏱᎩ? ᎤᏬᎯᏳᏒᏍᎪ ᏰᎵᏉ ᏳᏍᏕᎸ?
And if a brother or sister is naked and in lack of daily food,	ᎢᏳᏃ ᎩᎶ ᎢᎩᏅᏟ ᎠᎴ ᎢᎩᏙ ᏧᏂᏰᎸᎭ ᏱᎩ, ᎠᎴ ᏳᏂᏂᎬᎦ ᏂᏚᎩᏨᏂᏒ ᎠᎵᏍᏓᏴᏗ ᎨᏒᎢ,
and one of you tells them, "Go in peace, be warmed and filled;" and yet you didn't give them the things the body needs, what good is it?	ᎩᎶᏃ ᏂᎯ ᎢᏣᏓᏡᎬ ᎯᎠ ᏱᏂᏚᏪᏎᎸ; ᏅᏩᏙᎯᏯᏛ ᏥᏤᎾ, ᎢᏥᎦᎾᏬᏒᎯ ᎠᎴ ᏗᏦᎸᏒᎯ ᎨᏎᏍᏗ; ᏂᏗᏥᏁᎲᎾᏃ ᎢᎨᏎᏍᏗ ᎠᏰᎸ ᎤᎵᏍᏕᎸᏙᏗ ᎨᏒᎢ; ᎦᏙ ᎬᏙᏗ ᎾᏍᎩ?
Even so faith, if it has no works, is dead in itself.	ᎾᏍᎩᏯ ᎾᏍᏉ ᎪᎯᏳᏗ ᎨᏒᎢ, ᎢᏳᏃ ᏔᎵ ᏄᏛᏛᎾ ᎢᎨᏎᏍᏗ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒᎢ, ᎤᎵᏬᏨᎯ, ᎤᏩᏒᏉ ᎨᏒ ᎢᏳᏍᏗ.
Yes, a man will say, "You have faith, and I have works." Show me your faith without works, and I by my works will show you my faith.	ᎤᏙᎯᏳᎯ ᎩᎶ ᎯᎠ ᏱᏅᎦᏫ, ᏂᎯ ᏦᎯᏳᎭ, ᎠᏴᏃ ᏓᎩᎸᏫᏍᏓᏁᎭ; ᎬᏂᎨᏒ ᏂᏍᏋᏂᏏ ᏦᎯᏳᏒ ᏕᏣᎸᏫᏍᏓᏁᎲ ᏅᏗᏍᎬᎾ ᎨᏒᎢ, ᎠᏴᏃ ᎬᏂᎨᏒ ᏅᏓᎬᏴᏁᎵ ᎠᏉᎯᏳᏒ ᏓᎩᎸᏫᏍᏓᏁᎲ ᎬᏗᏍᎬᎢ.
You believe that God is one. You do well. The demons also believe, and shudder.	ᏂᎯ ᎰᎯᏳᎲᏍᎦ ᎠᏏᏴᏫ ᎡᎲ ᎤᏁᎳᏅᎯ. ᎣᏏᏳ ᎿᏛᏁᎭ. ᎠᏂᏍᎩᎾ ᎾᏍᏉ ᎠᏃᎯᏳᎲᏍᎦ, ᎠᎴ ᏚᏂᎾᏫᎭ.
But do you want to know, vain man, that faith apart from works is dead?	ᏣᏚᎵᏍᎪᏃ ᏣᎦᏙᎥᎯᏍᏗᏱ, ᏂᏣᏓᏅᏛᎾ ᎯᏍᎦᏯ, ᎪᎯᏳᏗ ᎨᏒ ᎤᎵᏬᏨᎯ ᎨᏒ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒ ᏔᎵ ᏄᏛᏛᎾ ᏱᎩ?
Wasn't Abraham our father justified by works, in that he offered up Isaac his son on the altar?	ᏝᏍᎪ ᎡᏆᎭᎻ ᎢᎩᏙᏓ ᏳᏚᏓᎴᏍᏔᏁ ᏚᎸᏫᏍᏓᏁᎲᎢ, ᎤᎵᏍᎪᎸᏔᏅ ᎤᏪᏥ ᎡᏏᎩ ᎠᏥᎸ ᎨᎳᏍᏗᏱ?
You see that faith worked with his works, and by works faith was perfected;	ᎯᎪᏩᏘᎭ ᎪᎯᏳᏗ ᎨᏒ ᎤᏍᏕᎸᎲ ᏚᎸᏫᏍᏓᏁᎸᎢ, ᎾᏍᎩᏃ ᏚᎸᏫᏍᏓᏁᎸ ᎤᏩᏔᏅ ᎪᎯᏳᏗ ᎨᏒ ᎤᎧᎵᎸᎢ.
and the Scripture was fulfilled which says, "Abraham believed God, and it was accounted to him as righteousness;" and he was called the friend of God.	ᎪᏪᎸᏃ ᎤᏙᎯᏳᏁᎢ ᎯᎠ ᏥᏂᎦᏪᎭ; “ᎡᏆᎭᎻ ᎤᏬᎯᏳᏅᎩ ᎤᏁᎸᏅᎯ, ᎾᏍᎩᏃ ᏚᏳᎪᏛ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒ ᎤᏠᏱ ᎠᏥᏰᎸᎾᏁᎸᎩ.” ᎾᏍᎩᏃ ᎤᏁᎳᏅᎯ ᎤᎾᎵᎢ ᎠᎪᏎᎲᎩ.
You see then that by works, a man is justified, and not only by faith.	ᎾᏍᎩᏃ ᎢᏥᎪᏩᏘᎭ ᏴᏫ ᏕᎤᎸᏫᏍᏓᏁᎲ ᎠᏚᏓᎴᏍᏗᏍᎬᎢ, ᎥᏝᏃ ᎪᎯᏳᏗᏉ ᎨᏒ ᎤᏩᏒ.
In the same way, wasn't Rahab the prostitute also justified by works, in that she received the messengers, and sent them out another way?	ᎠᎴ ᎾᏍᏉ ᎴᎭᏫ ᎤᏁᎫᏥᏛ ᏝᏍᎪ ᏕᎤᎸᏫᏍᏓᏁᎲ ᏳᏚᏓᎴᏍᏔᏁᎢ ᏚᏓᏂᎸᏨ ᎾᏍᎩ Ꮎ ᏅᏓᎨᏥᏅᏏᏛ ᎠᎴ ᏚᏅᏫᏍᏔᏅ ᎤᏣᏘᏂ ᎢᏗᏢ ᏭᏂᎶᎯᏍᏗᏱ?
For as the body apart from the spirit is dead, even so faith apart from works is dead.	ᎠᏰᎸᏰᏃ ᎠᏓᏅᏙ ᏄᏪᎲᎾ ᏱᎩ ᎤᏓᏬᏨᎯ ᏥᎨᏐᎢ, ᎾᏍᎩᏯᏉ ᎪᎯᏳᏗ ᎨᏒ ᏔᎵ ᏄᏛᏛᎾ ᏱᎩ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒ ᎾᏍᏉ ᎤᎵᏬᏨᎯ ᎨᏐᎢ.
Chapter 3	ᎠᏯᏙᎸᎢ 3
Let not many of you be teachers, my brothers, knowing that we will receive heavier judgment.	ᎢᏓᎵᏅᏟ ᏞᏍᏗ ᎢᏥᏣᏘ ᏗᏣᏕᏲᎲᏍᎩ ᏱᎨᏎᏍᏗ, ᎢᏥᎦᏔᎭᏰᏃ ᎤᏟ ᎢᎦᎢ ᎢᎩᏍᏛᏗᏍᏗ ᎨᏒᎢ;
For in many things we all stumble. If anyone doesn't stumble in word, the same is a perfect man, able to bridle the whole body also.	ᎤᏣᏘᏰᏃ ᎢᏳᏓᎴᎩ ᏂᏗᎥ ᎢᏗᏍᎦᏅᎪᎢ. ᎢᏳᏃ ᎩᎶ ᎦᏬᏂᏍᎬ ᎾᏍᎦᏅᎬᎾ ᏥᎨᏐᎢ, ᎾᏍᎩ ᏄᎪᎸᎾ ᎨᏐ ᎠᏍᎦᏯ, ᏰᎵᏉ ᎾᏍᏉ ᎬᏪᎾᎯᏍᏙᏗ ᏂᎬ ᎠᏰᎸᎢ.
Indeed, we put bits into the horses' mouths so that they may obey us, and we guide their whole body.	ᎬᏂᏳᏉ ᏕᏗᎭᎾᎳᏗᏍᎪ ᏐᏈᎵ ᎨᎪᎯᏳᏗᏱ, ᎠᎴ ᏂᎬ ᏗᏂᏰᎸ ᏕᏗᎪᎸᏏᏙᎰᎢ.
Behold, the ships also, though they are so big and are driven by fierce winds, are yet guided by a very small rudder, wherever the pilot desires.	ᎬᏂᏳᏉ ᎾᏍᏉ ᏥᏳᏧᏛᎾ ᏤᏉᎯᏳᏍᎩᏂᏃᏅ ᎠᎴ ᎤᏍᎦᏎᏗ ᎤᏃᎴ ᏕᎦᏂᏙᎰᎢ, ᎠᏎᏃ ᏓᏂᎦᏔᎲᏏᏙᎰ ᎠᏅᏘᏍᎪ ᎤᏍᏗᎩᏳ ᎦᏌᏛᏍᏗ ᎾᎿᏉ ᎢᏗᏢ ᎤᏚᎸ ᎦᏌᏛᏍᎩ.
So the tongue is also a little member, and boasts great things. See how a small fire can spread to a large forest!	ᎾᏍᎩᏯ ᎾᏍᏉ ᎦᏃᎦ ᎤᏍᏗᎩᏳ, ᎠᏎᏃ ᎡᏉᎯᏳ ᎦᏬᏂᏍᎪᎢ. ᎬᏂᏳᏉ ᎤᏍᏗ ᎠᏥᎸ ᏄᏣᏔ ᎠᏓ ᏓᏥᏍᏢᏍᎪᎢ.
And the tongue is a fire. The world of iniquity among our members is the tongue, which defiles the whole body, and sets on fire the course of nature, and is set on fire by Gehenna. 	ᎠᎴ ᎦᏃᎦ ᎠᏥᎸ ᎾᏍᎩᏯᎢ ᎠᎴ ᎡᎶᎯ ᎠᎧᎵᎢ ᏂᏚᏳᎪᏛᎾ ᎨᏒ ᎾᏍᎩᏯ. ᎾᏍᎩᏯ ᏄᏍᏗ ᎦᏃᎦ ᎤᏓᏑᏴ ᎢᎦᏙᏢᏒᎢ, ᎾᏍᎩ ᎦᏓᎭ ᎢᎬᏁᎯ ᏂᎬ ᎠᏰᎸᎢ, ᎠᎴ ᎠᏥᏍᏢᏍᎩ ᎠᎢᏒ ᎠᏁᎳᏅᎯ ᎨᏒᎢ, ᎠᎴ ᏨᏍᎩᏃᎢ ᎤᏓᏳᏓᎴᏅᎯ ᎠᏥᏥᏍᏝᏫᏍᏗᏍᎩ.
For every kind of animal, bird, creeping thing, and thing in the sea, is tamed, and has been tamed by mankind.	ᏄᎾᏓᎴᏒᏰᏃ ᎢᎾᎨ ᎠᏁᎯ ᎠᎴ ᎠᏂᏃᎯᎵᏙᎯ ᎠᎴ ᎠᎾᏓᎾᏏᏂᏙᎯ ᎠᎴ ᎠᎺᏉᎯ ᎠᏁᎯ, ᏗᏓᏅᏘᏐᏙᏗ ᎠᎴ ᏧᏓᏅᏘᏐᏔᏅᎯ ᏴᏫ.
But nobody can tame the tongue. It is a restless evil, full of deadly poison.	ᎦᏃᎦᏍᎩᏂ ᎥᏝ ᎩᎶ ᏰᎵ ᏴᎬᏓᏅᏘᏐᏓ, ᎾᏍᎩ ᎤᏲᎢ ᎬᏎᎪᎩᏍᏗ ᏂᎨᏒᎾ, ᎠᎧᎵᎢ ᎠᏓᎯᎯ ᏅᏬᏘ.
With it we bless our God and Father, and with it we curse men, who are made in the image of God.	ᎾᏍᎩ ᎢᏛᏗᏍᎪᎢ ᎡᏗᎸᏉᏗᏍᎪ ᎤᏁᎳᏅᎯ ᎠᎦᏴᎵᎨᎢ, ᎠᎴ ᎾᏍᎩ ᎢᏛᏗᏍᎪᎢ ᏕᏗᏍᎩᏅᏗᏍᎪ ᏴᏫ ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᏄᏍᏛ ᎢᎨᎬᏁᎸᎯ ᎨᎪᏢᏅᎯ
